gene_name,gene_id,mgi_symbol
ENSMUSG00000038696,11264,Mapkap1
ENSMUSG00000038697,11265,Taf5l
ENSMUSG00000038700,11266,Hoxb5
ENSMUSG00000038702,11267,Dsel
ENSMUSG00000038704,11268,Aspdh
ENSMUSG00000038705,11269,Gmeb2
ENSMUSG00000038708,11270,Golga4
ENSMUSG00000038709,11271,Txndc8
ENSMUSG00000038712,11272,Fam63a
ENSMUSG00000038717,11273,Atp5l
ENSMUSG00000038718,11274,Pbx3
ENSMUSG00000038721,11275,Hoxb7
ENSMUSG00000038722,11276,Bud31
ENSMUSG00000038725,11277,Pkhd1l1
ENSMUSG00000038729,11278,Akap2
ENSMUSG00000038732,11279,Mboat1
ENSMUSG00000038733,11280,Wdr26
ENSMUSG00000038736,11281,Nudcd1
ENSMUSG00000038738,11282,Shank1
ENSMUSG00000038740,11283,Mvb12b
ENSMUSG00000038742,11284,Angptl6
ENSMUSG00000038745,11285,Nlrp6
ENSMUSG00000038750,11286,Omt2b
ENSMUSG00000038751,11287,Ptk6
ENSMUSG00000038754,11288,Elovl3
ENSMUSG00000038756,11289,Ttll6
ENSMUSG00000038759,11290,Nup205
ENSMUSG00000038760,11291,Trhr
ENSMUSG00000038762,11292,Abcf1
ENSMUSG00000038763,11293,Alpk3
ENSMUSG00000038764,11294,Ptpn3
ENSMUSG00000038765,11295,Lmx1b
ENSMUSG00000038766,11296,Gabpb2
ENSMUSG00000038768,11297,9130409I23Rik
ENSMUSG00000038770,11298,Kpna7
ENSMUSG00000038773,11299,Kdm3b
ENSMUSG00000038774,11300,Ascc3
ENSMUSG00000038775,11301,Vill
ENSMUSG00000038776,11302,Ephx1
ENSMUSG00000038777,11303,Sema6c
ENSMUSG00000038780,11304,Smurf1
ENSMUSG00000038781,11305,Stap2
ENSMUSG00000038782,11306,1700028J19Rik
ENSMUSG00000038784,11307,Cnot4
ENSMUSG00000038791,11308,Scgb3a2
ENSMUSG00000038792,11309,4931403M11Rik
ENSMUSG00000038793,11310,Lefty1
ENSMUSG00000038797,11311,Zscan2
ENSMUSG00000038801,11312,Scgb1c1
ENSMUSG00000038803,11313,Ost4
ENSMUSG00000038805,11314,Six3
ENSMUSG00000038806,11315,Sde2
ENSMUSG00000038807,11316,Rap1gap2
ENSMUSG00000038811,11317,Gngt2
ENSMUSG00000038812,11318,Trmt112
ENSMUSG00000038816,11319,Ctnnal1
ENSMUSG00000038822,11320,Hace1
ENSMUSG00000038827,11321,Fam206a
ENSMUSG00000038828,11322,Tmem214
ENSMUSG00000038831,11323,Ralgps1
ENSMUSG00000038836,11324,Agbl3
ENSMUSG00000038838,11325,Vars2
ENSMUSG00000038840,11326,Birc7
ENSMUSG00000038843,11327,Gcnt1
ENSMUSG00000038844,11328,Kif16b
ENSMUSG00000038845,11329,Phb
ENSMUSG00000038848,11330,Ythdf1
ENSMUSG00000038855,11331,Itpkb
ENSMUSG00000038859,11332,Baiap2l1
ENSMUSG00000038860,11333,Garnl3
ENSMUSG00000038861,11334,Pi4kb
ENSMUSG00000038866,11335,Zcchc2
ENSMUSG00000038871,11336,Bpgm
ENSMUSG00000038872,11337,Zfhx3
ENSMUSG00000038876,11338,Rnf146
ENSMUSG00000038879,11339,Nipal2
ENSMUSG00000038880,11340,Mrps34
ENSMUSG00000038883,11341,Prl3a1
ENSMUSG00000038884,11342,A230050P20Rik
ENSMUSG00000038886,11343,Man2a2
ENSMUSG00000038888,11344,Ctu1
ENSMUSG00000038891,11345,Prl3b1
ENSMUSG00000038893,11346,Fam117a
ENSMUSG00000038894,11347,Irs2
ENSMUSG00000038895,11348,Zfp653
ENSMUSG00000038900,11349,Rpl12
ENSMUSG00000038902,11350,Pogz
ENSMUSG00000038903,11351,Ccdc68
ENSMUSG00000038909,11352,Kat7
ENSMUSG00000038910,11353,Plcl2
ENSMUSG00000038914,11354,Dido1
ENSMUSG00000038916,11355,Soga3
ENSMUSG00000038917,11356,3930402G23Rik
ENSMUSG00000038925,11357,E330034G19Rik
ENSMUSG00000038930,11358,Rccd1
ENSMUSG00000038932,11359,Tcfl5
ENSMUSG00000038936,11360,Sccpdh
ENSMUSG00000038943,11361,Prc1
ENSMUSG00000038949,11362,Cnst
ENSMUSG00000038954,11363,Supt3
ENSMUSG00000038957,11364,Edc3
ENSMUSG00000038963,11365,Slco4a1
ENSMUSG00000038965,11366,Ube2l3
ENSMUSG00000038967,11367,Pdk2
ENSMUSG00000038968,11368,Klk1b16
ENSMUSG00000038970,11369,Lmtk2
ENSMUSG00000038973,11370,Cldnd2
ENSMUSG00000038975,11371,Rabggtb
ENSMUSG00000038976,11372,Ppp1r9b
ENSMUSG00000038980,11373,Rbbp8nl
ENSMUSG00000038982,11374,Bloc1s5
ENSMUSG00000038984,11375,Tspyl5
ENSMUSG00000038987,11376,Cfap157
ENSMUSG00000038990,11377,Cables2
ENSMUSG00000038991,11378,Txndc5
ENSMUSG00000038994,11379,Hils1
ENSMUSG00000038997,11380,Asb17
ENSMUSG00000039000,11381,Ube3c
ENSMUSG00000039001,11382,Rps21
ENSMUSG00000039004,11383,Bmp6
ENSMUSG00000039005,11384,Tlr4
ENSMUSG00000039007,11385,Cpq
ENSMUSG00000039013,11386,Siglecf
ENSMUSG00000039016,11387,Timm8b
ENSMUSG00000039018,11388,Mtg1
ENSMUSG00000039021,11389,Ttc16
ENSMUSG00000039031,11390,Arhgap18
ENSMUSG00000039032,11391,Tsga13
ENSMUSG00000039033,11392,Tasp1
ENSMUSG00000039037,11393,St6galnac5
ENSMUSG00000039041,11394,Adrm1
ENSMUSG00000039043,11395,Arpin
ENSMUSG00000039046,11396,Usp6nl
ENSMUSG00000039047,11397,Pigk
ENSMUSG00000039048,11398,Foxred1
ENSMUSG00000039050,11399,Osbpl2
ENSMUSG00000039055,11400,Eme1
ENSMUSG00000039057,11401,Myo16
ENSMUSG00000039058,11402,Ak5
ENSMUSG00000039059,11403,Hrh3
ENSMUSG00000039062,11404,Anpep
ENSMUSG00000039063,11405,Echdc3
ENSMUSG00000039065,11406,Fam173b
ENSMUSG00000039067,11407,Psmd7
ENSMUSG00000039068,11408,Zzz3
ENSMUSG00000039069,11409,Mtg2
ENSMUSG00000039070,11410,Cpa4
ENSMUSG00000039079,11411,Trhr2
ENSMUSG00000039081,11412,Zfp503
ENSMUSG00000039084,11413,Chad
ENSMUSG00000039086,11414,Ss18l1
ENSMUSG00000039087,11415,Rreb1
ENSMUSG00000039089,11416,L3mbtl3
ENSMUSG00000039092,11417,Sptlc3
ENSMUSG00000039095,11418,En2
ENSMUSG00000039096,11419,Rsad1
ENSMUSG00000039097,11420,Rln1
ENSMUSG00000039098,11421,Gm9767
ENSMUSG00000039099,11422,Wdr93
ENSMUSG00000039100,11423,March6
ENSMUSG00000039103,11424,Nexn
ENSMUSG00000039105,11425,Atp6v1g1
ENSMUSG00000039106,11426,Htr5a
ENSMUSG00000039108,11427,Lsm14b
ENSMUSG00000039109,11428,F13a1
ENSMUSG00000039110,11429,Mycbpap
ENSMUSG00000039114,11430,Nrn1
ENSMUSG00000039115,11431,Itga9
ENSMUSG00000039116,11432,Adgrg6
ENSMUSG00000039117,11433,Taf4a
ENSMUSG00000039126,11434,Prune2
ENSMUSG00000039128,11435,Cdc123
ENSMUSG00000039130,11436,Zc3hc1
ENSMUSG00000039131,11437,Gipc2
ENSMUSG00000039133,11438,9330171B17Rik
ENSMUSG00000039137,11439,Whrn
ENSMUSG00000039138,11440,4930591A17Rik
ENSMUSG00000039145,11441,Camk1d
ENSMUSG00000039146,11442,Ifi44l
ENSMUSG00000039148,11443,Sart1
ENSMUSG00000039153,11444,Runx2
ENSMUSG00000039154,11445,Shd
ENSMUSG00000039155,11446,Cdh26
ENSMUSG00000039156,11447,Stim2
ENSMUSG00000039157,11448,Fam102a
ENSMUSG00000039158,11449,Akna
ENSMUSG00000039159,11450,Ube2h
ENSMUSG00000039163,11451,Cmc1
ENSMUSG00000039164,11452,Naif1
ENSMUSG00000039166,11453,Akap7
ENSMUSG00000039167,11454,Adgrl4
ENSMUSG00000039168,11455,Dap
ENSMUSG00000039174,11456,1700003H04Rik
ENSMUSG00000039176,11457,Polg
ENSMUSG00000039178,11458,Tbc1d19
ENSMUSG00000039179,11459,Tekt5
ENSMUSG00000039182,11460,AW209491
ENSMUSG00000039183,11461,Nubp2
ENSMUSG00000039187,11462,Fanci
ENSMUSG00000039191,11463,Rbpj
ENSMUSG00000039193,11464,Nlrc4
ENSMUSG00000039194,11465,Rlbp1
ENSMUSG00000039195,11466,1110008P14Rik
ENSMUSG00000039196,11467,Orm1
ENSMUSG00000039197,11468,Adk
ENSMUSG00000039198,11469,Ptchd3
ENSMUSG00000039199,11470,Zdhhc1
ENSMUSG00000039200,11471,Atf7ip2
ENSMUSG00000039201,11472,Tbc1d25
ENSMUSG00000039202,11473,Abhd2
ENSMUSG00000039205,11474,Ciz1
ENSMUSG00000039206,11475,Daglb
ENSMUSG00000039208,11476,Metrnl
ENSMUSG00000039209,11477,Rpl39l
ENSMUSG00000039210,11478,Gpatch2
ENSMUSG00000039215,11479,Svs1
ENSMUSG00000039217,11480,Il18
ENSMUSG00000039218,11481,Srrm2
ENSMUSG00000039219,11482,Arid4b
ENSMUSG00000039220,11483,Ppp1r10
ENSMUSG00000039221,11484,Rpl22l1
ENSMUSG00000039224,11485,D1Pas1
ENSMUSG00000039230,11486,Tbcd
ENSMUSG00000039231,11487,Suv39h1
ENSMUSG00000039232,11488,Stx11
ENSMUSG00000039233,11489,Tbce
ENSMUSG00000039234,11490,Sec24d
ENSMUSG00000039236,11491,Isg20
ENSMUSG00000039238,11492,Zfp750
ENSMUSG00000039239,11493,Tgfb2
ENSMUSG00000039242,11494,B3galnt2
ENSMUSG00000039244,11495,E130309D02Rik
ENSMUSG00000039246,11496,Lyplal1
ENSMUSG00000039252,11497,Lgi2
ENSMUSG00000039253,11498,Fn3krp
ENSMUSG00000039254,11499,Pomt1
ENSMUSG00000039257,11500,Vstm2b
ENSMUSG00000039262,11501,Prrc2b
ENSMUSG00000039263,11502,Npepl1
ENSMUSG00000039264,11503,Gimap3
ENSMUSG00000039269,11504,2300002M23Rik
ENSMUSG00000039270,11505,Megf9
ENSMUSG00000039275,11506,Foxk2
ENSMUSG00000039278,11507,Pcsk1n
ENSMUSG00000039285,11508,Azi2
ENSMUSG00000039286,11509,Fndc3b
ENSMUSG00000039294,11510,BC017643
ENSMUSG00000039296,11511,Spdye4a
ENSMUSG00000039298,11512,Cdk5rap2
ENSMUSG00000039304,11513,Tnfsf10
ENSMUSG00000039307,11514,Hexdc
ENSMUSG00000039308,11515,Ndst2
ENSMUSG00000039313,11516,AF529169
ENSMUSG00000039315,11517,Clnk
ENSMUSG00000039316,11518,Rftn1
ENSMUSG00000039318,11519,Rab3gap2
ENSMUSG00000039321,11520,Uts2r
ENSMUSG00000039323,11521,Igfbp2
ENSMUSG00000039328,11522,Rnf122
ENSMUSG00000039329,11523,Tex19.1
ENSMUSG00000039330,11524,Tsga10ip
ENSMUSG00000039335,11525,Spata16
ENSMUSG00000039337,11526,Tex19.2
ENSMUSG00000039339,11527,2010001E11Rik
ENSMUSG00000039342,11528,Ankar
ENSMUSG00000039345,11529,Mettl22
ENSMUSG00000039347,11530,Atp6v0e2
ENSMUSG00000039349,11531,C130074G19Rik
ENSMUSG00000039354,11532,Smarcal1
ENSMUSG00000039356,11533,Exosc2
ENSMUSG00000039357,11534,Fut11
ENSMUSG00000039358,11535,Drd5
ENSMUSG00000039361,11536,Picalm
ENSMUSG00000039364,11537,Sectm1b
ENSMUSG00000039367,11538,Sec24c
ENSMUSG00000039372,11539,March4
ENSMUSG00000039375,11540,Wdr17
ENSMUSG00000039376,11541,Synpo2l
ENSMUSG00000039377,11542,Hlx
ENSMUSG00000039382,11543,Wdr45
ENSMUSG00000039384,11544,Dusp10
ENSMUSG00000039385,11545,Cdh6
ENSMUSG00000039391,11546,Ccdc81
ENSMUSG00000039395,11547,Mreg
ENSMUSG00000039396,11548,Neil3
ENSMUSG00000039405,11549,Prss23
ENSMUSG00000039410,11550,Prdm16
ENSMUSG00000039414,11551,Heatr5b
ENSMUSG00000039419,11552,Cntnap2
ENSMUSG00000039427,11553,Alg1
ENSMUSG00000039428,11554,Tmem135
ENSMUSG00000039431,11555,Mtmr7
ENSMUSG00000039438,11556,Ttc36
ENSMUSG00000039449,11557,Prpf18
ENSMUSG00000039450,11558,Dcxr
ENSMUSG00000039452,11559,Snx22
ENSMUSG00000039456,11560,Morc3
ENSMUSG00000039457,11561,Ppl
ENSMUSG00000039458,11562,Mtmr12
ENSMUSG00000039461,11563,Tcta
ENSMUSG00000039462,11564,Col10a1
ENSMUSG00000039463,11565,Slc9a8
ENSMUSG00000039470,11566,Zdhhc2
ENSMUSG00000039473,11567,Ubn1
ENSMUSG00000039474,11568,Wfs1
ENSMUSG00000039476,11569,Prrx2
ENSMUSG00000039477,11570,Tnrc18
ENSMUSG00000039478,11571,Micu3
ENSMUSG00000039480,11572,Nt5dc1
ENSMUSG00000039481,11573,Nrtn
ENSMUSG00000039483,11574,Asb6
ENSMUSG00000039485,11575,Tspyl4
ENSMUSG00000039488,11576,Cntn5
ENSMUSG00000039492,11577,Ccdc27
ENSMUSG00000039496,11578,Cdnf
ENSMUSG00000039497,11579,Dse
ENSMUSG00000039501,11580,Znfx1
ENSMUSG00000039508,11581,Fam26d
ENSMUSG00000039509,11582,Nup133
ENSMUSG00000039512,11583,Uhrf1bp1
ENSMUSG00000039515,11584,Ppp2r4
ENSMUSG00000039518,11585,Cdsn
ENSMUSG00000039519,11586,Cyp7b1
ENSMUSG00000039521,11587,Foxp3
ENSMUSG00000039523,11588,Cep104
ENSMUSG00000039529,11589,Atp8b1
ENSMUSG00000039530,11590,Tusc3
ENSMUSG00000039531,11591,Zufsp
ENSMUSG00000039533,11592,Mmd2
ENSMUSG00000039536,11593,Stau1
ENSMUSG00000039539,11594,Sgcz
ENSMUSG00000039540,11595,4921524L21Rik
ENSMUSG00000039542,11596,Ncam1
ENSMUSG00000039543,11597,Cfap70
ENSMUSG00000039545,11598,Ppp1r3fos
ENSMUSG00000039546,11599,Ajap1
ENSMUSG00000039552,11600,Rsph4a
ENSMUSG00000039555,11601,Cylc2
ENSMUSG00000039556,11602,Ppp1r3f
ENSMUSG00000039563,11603,2210406O10Rik
ENSMUSG00000039568,11604,Ubald1
ENSMUSG00000039577,11605,Nphp4
ENSMUSG00000039578,11606,Ccser1
ENSMUSG00000039579,11607,Grin3a
ENSMUSG00000039585,11608,Myo9a
ENSMUSG00000039599,11609,Fam149b
ENSMUSG00000039601,11610,Rcan2
ENSMUSG00000039607,11611,Rbms3
ENSMUSG00000039608,11612,Olfr303
ENSMUSG00000039611,11613,Tmem246
ENSMUSG00000039615,11614,Stub1
ENSMUSG00000039616,11615,Mocos
ENSMUSG00000039617,11616,Gm7488
ENSMUSG00000039620,11617,6430573F11Rik
ENSMUSG00000039621,11618,Prex1
ENSMUSG00000039623,11619,Ap5z1
ENSMUSG00000039628,11620,Hs3st6
ENSMUSG00000039629,11621,Strip2
ENSMUSG00000039630,11622,Hnrnpu
ENSMUSG00000039632,11623,Ccdc151
ENSMUSG00000039633,11624,Lonrf1
ENSMUSG00000039634,11625,Zfp189
ENSMUSG00000039637,11626,Coro7
ENSMUSG00000039639,11627,Kcne1
ENSMUSG00000039640,11628,Mrpl12
ENSMUSG00000039646,11629,Vasn
ENSMUSG00000039648,11630,Ccbl1
ENSMUSG00000039652,11631,Cpeb3
ENSMUSG00000039653,11632,Baat
ENSMUSG00000039656,11633,Rxrb
ENSMUSG00000039660,11634,D2Wsu81e
ENSMUSG00000039661,11635,Dusp26
ENSMUSG00000039662,11636,Icmt
ENSMUSG00000039670,11637,Oxld1
ENSMUSG00000039671,11638,Zmynd8
ENSMUSG00000039672,11639,Kcne2
ENSMUSG00000039676,11640,Capsl
ENSMUSG00000039678,11641,Tbc1d13
ENSMUSG00000039680,11642,Mrps6
ENSMUSG00000039682,11643,Lap3
ENSMUSG00000039683,11644,Sdk1
ENSMUSG00000039684,11645,Gm5422
ENSMUSG00000039686,11646,Zer1
ENSMUSG00000039691,11647,Tspan10
ENSMUSG00000039693,11648,Msantd3
ENSMUSG00000039697,11649,Ncoa7
ENSMUSG00000039699,11650,Batf2
ENSMUSG00000039701,11651,Usp53
ENSMUSG00000039703,11652,Nploc4
ENSMUSG00000039704,11653,Lmbrd2
ENSMUSG00000039706,11654,Ldb2
ENSMUSG00000039710,11655,Slc7a12
ENSMUSG00000039713,11656,Plekhg5
ENSMUSG00000039714,11657,Cplx3
ENSMUSG00000039715,11658,Wdr34
ENSMUSG00000039716,11659,Dock3
ENSMUSG00000039717,11660,Ralyl
ENSMUSG00000039720,11661,Got1l1
ENSMUSG00000039725,11662,Trp53rka
ENSMUSG00000039728,11663,Slc6a5
ENSMUSG00000039735,11664,Fnbp1l
ENSMUSG00000039737,11665,Prkrip1
ENSMUSG00000039738,11666,Slx4
ENSMUSG00000039740,11667,Alg2
ENSMUSG00000039741,11668,Bahcc1
ENSMUSG00000039742,11669,Fam71f1
ENSMUSG00000039745,11670,Htatip2
ENSMUSG00000039747,11671,Orai2
ENSMUSG00000039748,11672,Exo1
ENSMUSG00000039753,11673,Fbxl5
ENSMUSG00000039754,11674,Alkbh4
ENSMUSG00000039756,11675,Dnttip2
ENSMUSG00000039759,11676,Thap3
ENSMUSG00000039760,11677,Il22ra2
ENSMUSG00000039763,11678,Dnajc28
ENSMUSG00000039765,11679,Cc2d2a
ENSMUSG00000039768,11680,Dnajc11
ENSMUSG00000039770,11681,Ypel5
ENSMUSG00000039771,11682,Polr2j
ENSMUSG00000039774,11683,Galnt12
ENSMUSG00000039775,11684,Defb3
ENSMUSG00000039781,11685,Cep131
ENSMUSG00000039782,11686,Cpeb2
ENSMUSG00000039783,11687,Kmo
ENSMUSG00000039785,11688,Defb5
ENSMUSG00000039787,11689,Cercam
ENSMUSG00000039789,11690,Zfp597
ENSMUSG00000039795,11691,Zfand1
ENSMUSG00000039798,11692,2600006K01Rik
ENSMUSG00000039801,11693,2410089E03Rik
ENSMUSG00000039804,11694,Ncoa5
ENSMUSG00000039809,11695,Gabbr2
ENSMUSG00000039810,11696,Zc3h10
ENSMUSG00000039813,11697,Tbc1d2
ENSMUSG00000039814,11698,Xkr5
ENSMUSG00000039824,11699,Myl6b
ENSMUSG00000039826,11700,Trub2
ENSMUSG00000039828,11701,Wdr70
ENSMUSG00000039830,11702,Olig2
ENSMUSG00000039831,11703,Arhgap29
ENSMUSG00000039834,11704,Zfp335
ENSMUSG00000039835,11705,Nhsl1
ENSMUSG00000039838,11706,Slc45a1
ENSMUSG00000039840,11707,Epg5
ENSMUSG00000039841,11708,Zfp800
ENSMUSG00000039842,11709,Mcph1
ENSMUSG00000039844,11710,Rapgef1
ENSMUSG00000039849,11711,Pcif1
ENSMUSG00000039850,11712,Endov
ENSMUSG00000039851,11713,4932438H23Rik
ENSMUSG00000039852,11714,Rere
ENSMUSG00000039853,11715,Trim14
ENSMUSG00000039860,11716,Srrm3
ENSMUSG00000039865,11717,Slc44a3
ENSMUSG00000039873,11718,Neurl2
ENSMUSG00000039878,11719,Slc39a5
ENSMUSG00000039879,11720,Heca
ENSMUSG00000039883,11721,Lrrc17
ENSMUSG00000039886,11722,Tmem120a
ENSMUSG00000039887,11723,Alg14
ENSMUSG00000039891,11724,Txlnb
ENSMUSG00000039899,11725,Fgl2
ENSMUSG00000039901,11726,9130011E15Rik
ENSMUSG00000039903,11727,Eva1c
ENSMUSG00000039904,11728,Gpr37
ENSMUSG00000039908,11729,Slc26a11
ENSMUSG00000039910,11730,Cited2
ENSMUSG00000039911,11731,Spsb1
ENSMUSG00000039913,11732,Pak7
ENSMUSG00000039914,11733,Coq10a
ENSMUSG00000039917,11734,Rhbdd2
ENSMUSG00000039929,11735,Urb1
ENSMUSG00000039934,11736,Gsap
ENSMUSG00000039936,11737,Pik3cd
ENSMUSG00000039942,11738,Ptger4
ENSMUSG00000039943,11739,Plcb4
ENSMUSG00000039951,11740,NA
ENSMUSG00000039952,11741,Dag1
ENSMUSG00000039953,11742,Clstn1
ENSMUSG00000039954,11743,Stk32a
ENSMUSG00000039956,11744,Mrap
ENSMUSG00000039958,11745,Mettl20
ENSMUSG00000039959,11746,Hip1
ENSMUSG00000039960,11747,Rhou
ENSMUSG00000039962,11748,Olfr906
ENSMUSG00000039963,11749,Ccdc40
ENSMUSG00000039967,11750,Zfp292
ENSMUSG00000039968,11751,Rsbn1l
ENSMUSG00000039976,11752,Tbc1d16
ENSMUSG00000039977,11753,Ccdc67
ENSMUSG00000039981,11754,Zc3h12d
ENSMUSG00000039982,11755,Dtx4
ENSMUSG00000039983,11756,Ccdc32
ENSMUSG00000039985,11757,Fam60a
ENSMUSG00000039987,11758,Phtf2
ENSMUSG00000039988,11759,Ankrd13c
ENSMUSG00000039989,11760,Cbx4
ENSMUSG00000039990,11761,Edrf1
ENSMUSG00000039994,11762,Timeless
ENSMUSG00000039997,11763,Ifi203
ENSMUSG00000040003,11764,Magi2
ENSMUSG00000040006,11765,Ginm1
ENSMUSG00000040007,11766,Bahd1
ENSMUSG00000040009,11767,Gnaz
ENSMUSG00000040010,11768,Slc7a5
ENSMUSG00000040013,11769,Fkbp6
ENSMUSG00000040016,11770,Ptger3
ENSMUSG00000040017,11771,Saa4
ENSMUSG00000040018,11772,Cox15
ENSMUSG00000040021,11773,Lats1
ENSMUSG00000040022,11774,Rab11fip2
ENSMUSG00000040025,11775,Ythdf2
ENSMUSG00000040026,11776,Saa3
ENSMUSG00000040028,11777,Elavl1
ENSMUSG00000040029,11778,Ipo8
ENSMUSG00000040033,11779,Stat2
ENSMUSG00000040034,11780,Nup43
ENSMUSG00000040035,11781,Disp2
ENSMUSG00000040037,11782,Negr1
ENSMUSG00000040040,11783,Ift88
ENSMUSG00000040043,11784,Rbms2
ENSMUSG00000040044,11785,Orc3
ENSMUSG00000040046,11786,Tph1
ENSMUSG00000040048,11787,Ndufb10
ENSMUSG00000040054,11788,Baz2a
ENSMUSG00000040055,11789,Gjb6
ENSMUSG00000040061,11790,Plcb2
ENSMUSG00000040065,11791,Pfpl
ENSMUSG00000040078,11792,Gm9769
ENSMUSG00000040084,11793,Bub1b
ENSMUSG00000040086,11794,Tnni3k
ENSMUSG00000040093,11795,Bmf
ENSMUSG00000040097,11796,Flywch1
ENSMUSG00000040102,11797,Klhl42
ENSMUSG00000040105,11798,Plpp6
ENSMUSG00000040111,11799,Gramd1b
ENSMUSG00000040112,11800,Mrps35
ENSMUSG00000040113,11801,Mettl11b
ENSMUSG00000040118,11802,Cacna2d1
ENSMUSG00000040121,11803,Rep15
ENSMUSG00000040123,11804,Zmym5
ENSMUSG00000040124,11805,Gorab
ENSMUSG00000040125,11806,Gpr26
ENSMUSG00000040127,11807,Sdr9c7
ENSMUSG00000040128,11808,Pnrc1
ENSMUSG00000040132,11809,Svs2
ENSMUSG00000040133,11810,Gpr176
ENSMUSG00000040134,11811,Rdh7
ENSMUSG00000040136,11812,Abcc8
ENSMUSG00000040138,11813,Ndp
ENSMUSG00000040139,11814,9430038I01Rik
ENSMUSG00000040140,11815,Tdrd6
ENSMUSG00000040146,11816,Rgl3
ENSMUSG00000040147,11817,Maob
ENSMUSG00000040148,11818,Hmx3
ENSMUSG00000040151,11819,Hs2st1
ENSMUSG00000040152,11820,Thbs1
ENSMUSG00000040154,11821,Wfdc5
ENSMUSG00000040158,11822,Tax1bp3
ENSMUSG00000040163,11823,1700034J05Rik
ENSMUSG00000040164,11824,Kcns1
ENSMUSG00000040165,11825,Cd209c
ENSMUSG00000040167,11826,Ikzf5
ENSMUSG00000040170,11827,Fmo2
ENSMUSG00000040174,11828,Alkbh3
ENSMUSG00000040177,11829,2310057M21Rik
ENSMUSG00000040181,11830,Fmo1
ENSMUSG00000040183,11831,Ankrd6
ENSMUSG00000040187,11832,Arntl2
ENSMUSG00000040188,11833,Scamp2
ENSMUSG00000040189,11834,Ccdc114
ENSMUSG00000040195,11835,Tmem194
ENSMUSG00000040197,11836,Cd209e
ENSMUSG00000040204,11837,2810417H13Rik
ENSMUSG00000040205,11838,Cuzd1
ENSMUSG00000040209,11839,Zfp704
ENSMUSG00000040212,11840,Emp3
ENSMUSG00000040213,11841,Ccbl2
ENSMUSG00000040217,11842,Gm6369
ENSMUSG00000040219,11843,Ttc12
ENSMUSG00000040220,11844,Gas8
ENSMUSG00000040225,11845,Prrc2c
ENSMUSG00000040229,11846,Gpr34
ENSMUSG00000040231,11847,Syngr4
ENSMUSG00000040234,11848,Tm7sf3
ENSMUSG00000040236,11849,Trappc5
ENSMUSG00000040242,11850,Fgfr1op2
ENSMUSG00000040247,11851,Tbc1d10c
ENSMUSG00000040249,11852,Lrp1
ENSMUSG00000040250,11853,Asun
ENSMUSG00000040253,11854,Gbp7
ENSMUSG00000040254,11855,Sema3d
ENSMUSG00000040258,11856,Nxph4
ENSMUSG00000040260,11857,Daam2
ENSMUSG00000040263,11858,Klhdc4
ENSMUSG00000040264,11859,Gbp2b
ENSMUSG00000040265,11860,Dnm3
ENSMUSG00000040268,11861,Plekha1
ENSMUSG00000040269,11862,Mrps28
ENSMUSG00000040270,11863,Bach2
ENSMUSG00000040272,11864,Accs
ENSMUSG00000040274,11865,Cdk6
ENSMUSG00000040276,11866,Pacsin1
ENSMUSG00000040280,11867,Ndufa4l2
ENSMUSG00000040282,11868,BC052040
ENSMUSG00000040283,11869,Btnl9
ENSMUSG00000040284,11870,Gzmg
ENSMUSG00000040287,11871,Stac3
ENSMUSG00000040289,11872,Hey1
ENSMUSG00000040296,11873,Ddx58
ENSMUSG00000040297,11874,Suco
ENSMUSG00000040298,11875,Btbd16
ENSMUSG00000040302,11876,Rbm48
ENSMUSG00000040310,11877,Alx4
ENSMUSG00000040312,11878,Cchcr1
ENSMUSG00000040314,11879,Ctsg
ENSMUSG00000040321,11880,Zfp770
ENSMUSG00000040322,11881,Slc25a24
ENSMUSG00000040323,11882,Gm15429
ENSMUSG00000040325,11883,Vprbp
ENSMUSG00000040327,11884,Cul9
ENSMUSG00000040328,11885,Olfr56
ENSMUSG00000040329,11886,Il7
ENSMUSG00000040331,11887,Nsmce4a
ENSMUSG00000040339,11888,Fam102b
ENSMUSG00000040340,11889,1700019B03Rik
ENSMUSG00000040345,11890,Arhgap9
ENSMUSG00000040350,11891,Trim7
ENSMUSG00000040351,11892,Ankib1
ENSMUSG00000040354,11893,Mars
ENSMUSG00000040356,11894,Skiv2l
ENSMUSG00000040359,11895,Ufl1
ENSMUSG00000040363,11896,Bcor
ENSMUSG00000040364,11897,Sec1
ENSMUSG00000040365,11898,Trim41
ENSMUSG00000040367,11899,Lrrd1
ENSMUSG00000040370,11900,Lyrm5
ENSMUSG00000040372,11901,Gpr63
ENSMUSG00000040373,11902,Cacng5
ENSMUSG00000040374,11903,Pex2
ENSMUSG00000040380,11904,Cbln3
ENSMUSG00000040383,11905,Aqr
ENSMUSG00000040385,11906,Ppp1ca
ENSMUSG00000040387,11907,Klhl32
ENSMUSG00000040389,11908,Wdr47
ENSMUSG00000040390,11909,Map3k10
ENSMUSG00000040396,11910,Abhd13
ENSMUSG00000040399,11911,NA
ENSMUSG00000040405,11912,Havcr1
ENSMUSG00000040407,11913,Akap9
ENSMUSG00000040410,11914,Fbxl4
ENSMUSG00000040412,11915,5330417C22Rik
ENSMUSG00000040413,11916,Timd2
ENSMUSG00000040414,11917,Slc25a28
ENSMUSG00000040415,11918,Dtx3
ENSMUSG00000040420,11919,Cdh18
ENSMUSG00000040423,11920,Rc3h1
ENSMUSG00000040424,11921,Hipk4
ENSMUSG00000040428,11922,Plekha4
